TradeDate,Currency,Fx,OrderTime,AssetClass,Description,Isin,Buy.Sell,Quantity,TradePrice,Proceeds,ClientId,Dom,SoumisCH,SoumisEtr,NonSoumis,cliNbr
2017-09-06,EUR,1.1401,20170906;034054,STK,VOLKSWAGEN AG-PREF,DE0007664039,ACH,18,130.001,2340.018,U2202020,CH,0,2667.8545218,0,2
2017-09-06,EUR,1.1401,20170906;034054,STK,VOLKSWAGEN AG-PREF,DE0007664039,VTE,18,130.001,2340.018," Interactive Brokers, Ldn",INS,0,0,2667.8545218,2
2017-09-06,CHF,1,20170906;034549,STK,ABB LTD-REG,CH0012221716,ACH,253,22.54,5702.62,U1427234,CH,5702.62,0,0,2
2017-09-06,CHF,1,20170906;034549,STK,ABB LTD-REG,CH0012221716,VTE,253,22.54,5702.62," Interactive Brokers, Ldn",INS,0,0,5702.62,2
2017-09-06,CHF,1,20170906;034549,STK,ACTELION LTD-REG,CH0010532478,ACH,11,266,2926,U1427234,CH,2926,0,0,2
2017-09-06,CHF,1,20170906;034549,STK,ACTELION LTD-REG,CH0010532478,VTE,11,266,2926," Interactive Brokers, Ldn",INS,0,0,2926,2
2017-09-06,CHF,1,20170906;034549,STK,ADECCO GROUP AG-REG,CH0012138605,ACH,82,69.6,5707.2,U1427234,CH,5707.2,0,0,2
2017-09-06,CHF,1,20170906;034549,STK,ADECCO GROUP AG-REG,CH0012138605,VTE,82,69.6,5707.2," Interactive Brokers, Ldn",INS,0,0,5707.2,2
2017-09-06,CHF,1,20170906;034549,STK,CIE FINANCIERE RICHEMONT-REG,CH0210483332,ACH,34,85.8,2917.2,U1427234,CH,2917.2,0,0,2
2017-09-06,CHF,1,20170906;034549,STK,CIE FINANCIERE RICHEMONT-REG,CH0210483332,VTE,34,85.8,2917.2," Interactive Brokers, Ldn",INS,0,0,2917.2,2
2017-09-06,CHF,1,20170906;034549,STK,CLARIANT AG-REG,CH0012142631,ACH,124,22.99,2850.76,U1427234,CH,2850.76,0,0,2
2017-09-06,CHF,1,20170906;034549,STK,CLARIANT AG-REG,CH0012142631,VTE,124,22.99,2850.76," Interactive Brokers, Ldn",INS,0,0,2850.76,2
2017-09-06,CHF,1,20170906;034549,STK,CREDIT SUISSE GROUP AG-REG,CH0012138530,ACH,312,13.81,4308.72,U1427234,CH,4308.72,0,0,2
2017-09-06,CHF,1,20170906;034549,STK,CREDIT SUISSE GROUP AG-REG,CH0012138530,VTE,312,13.81,4308.72," Interactive Brokers, Ldn",INS,0,0,4308.72,2
2017-09-06,CHF,1,20170906;034549,STK,GIVAUDAN-REG,CH0010645932,ACH,3,1973,5919,U1427234,CH,5919,0,0,2
2017-09-06,CHF,1,20170906;034549,STK,GIVAUDAN-REG,CH0010645932,VTE,3,1973,5919," Interactive Brokers, Ldn",INS,0,0,5919,2
2017-09-06,CHF,1,20170906;034549,STK,LAFARGEHOLCIM LTD-REG,CH0012214059,ACH,102,56.2,5732.4,U1427234,CH,5732.4,0,0,2
2017-09-06,CHF,1,20170906;034549,STK,LAFARGEHOLCIM LTD-REG,CH0012214059,VTE,102,56.2,5732.4," Interactive Brokers, Ldn",INS,0,0,5732.4,2
2017-09-06,CHF,1,20170906;034549,STK,LOGITECH INTERNATIONAL-REG,CH0025751329,ACH,171,33.5,5728.5,U1427234,CH,5728.5,0,0,2
2017-09-06,CHF,1,20170906;034549,STK,LOGITECH INTERNATIONAL-REG,CH0025751329,VTE,171,33.5,5728.5," Interactive Brokers, Ldn",INS,0,0,5728.5,2
2017-09-06,CHF,1,20170906;034549,STK,NESTLE SA-REG,CH0038863350,ACH,36,80.8,2908.8,U1427234,CH,2908.8,0,0,2
2017-09-06,CHF,1,20170906;034549,STK,NESTLE SA-REG,CH0038863350,VTE,36,80.8,2908.8," Interactive Brokers, Ldn",INS,0,0,2908.8,2
2017-09-06,CHF,1,20170906;034549,STK,PARTNERS GROUP HOLDING AG,CH0024608827,ACH,5,614.5,3072.5,U1427234,CH,3072.5,0,0,2
2017-09-06,CHF,1,20170906;034549,STK,PARTNERS GROUP HOLDING AG,CH0024608827,VTE,5,614.5,3072.5," Interactive Brokers, Ldn",INS,0,0,3072.5,2
2017-09-06,CHF,1,20170906;034549,STK,ROCHE HOLDING AG-GENUSSCHEIN,CH0012032048,ACH,24,241.9,5805.6,U1427234,CH,5805.6,0,0,2
2017-09-06,CHF,1,20170906;034549,STK,ROCHE HOLDING AG-GENUSSCHEIN,CH0012032048,VTE,24,241.9,5805.6," Interactive Brokers, Ldn",INS,0,0,5805.6,2
2017-09-06,CHF,1,20170906;034549,STK,SULZER AG-REG,CH0038388911,ACH,54,106.7,5761.8,U1427234,CH,5761.8,0,0,2
2017-09-06,CHF,1,20170906;034549,STK,SULZER AG-REG,CH0038388911,VTE,54,106.7,5761.8," Interactive Brokers, Ldn",INS,0,0,5761.8,2
2017-09-06,CHF,1,20170906;034549,STK,SWISS RE AG,CH0126881561,ACH,68,83.65,5688.2,U1427234,CH,5688.2,0,0,2
2017-09-06,CHF,1,20170906;034549,STK,SWISS RE AG,CH0126881561,VTE,68,83.65,5688.2," Interactive Brokers, Ldn",INS,0,0,5688.2,2
2017-09-06,CHF,1,20170906;035324,STK,UBS GROUP AG-REG,CH0244767585,ACH,580,15.51,8995.8,U2202020,CH,8995.8,0,0,3
2017-09-06,CHF,1,20170906;035324,STK,UBS GROUP AG-REG,CH0244767585,ACH,276,15.51,4280.76,U1427234,CH,4280.76,0,0,3
2017-09-06,CHF,1,20170906;035324,STK,UBS GROUP AG-REG,CH0244767585,VTE,856,15.51,13276.56," Interactive Brokers, Ldn",INS,0,0,13276.56,3
2017-09-06,CHF,1,20170906;035325,STK,NOVARTIS AG-REG,CH0012005267,ACH,75,79.7,5977.5,U2202020,CH,5977.5,0,0,3
2017-09-06,CHF,1,20170906;035325,STK,NOVARTIS AG-REG,CH0012005267,ACH,35,79.7,2789.5,U1427234,CH,2789.5,0,0,3
2017-09-06,CHF,1,20170906;035325,STK,NOVARTIS AG-REG,CH0012005267,VTE,110,79.7,8767," Interactive Brokers, Ldn",INS,0,0,8767,3
2017-09-06,EUR,1.1401,20170906;053528,STK,ARKEMA,FR0010313833,ACH,39,92.79,3618.81,U2202020,CH,0,4125.805281,0,3
2017-09-06,EUR,1.1401,20170906;053528,STK,ARKEMA,FR0010313833,ACH,181,92.79,16794.99,U1427234,CH,0,19147.968099,0,3
2017-09-06,EUR,1.1401,20170906;053528,STK,ARKEMA,FR0010313833,VTE,220,92.79,20413.8," Interactive Brokers, Ldn",INS,0,0,23273.77338,3
2017-09-06,USD,0.95668,20170906;093757,STK,ABBVIE INC,US00287Y1091,ACH,95,75.56,7178.2,U2202020,CH,0,6867.240376,0,2
2017-09-06,USD,0.95668,20170906;093757,STK,ABBVIE INC,US00287Y1091,VTE,95,75.56,7178.2," Interactive Brokers, Ldn",INS,0,0,6867.240376,2
2017-09-06,USD,0.95668,20170906;093757,STK,AMAZON.COM INC,US0231351067,ACH,14,968.38,13557.32,U2202020,CH,0,12970.0168976,0,2
2017-09-06,USD,0.95668,20170906;093757,STK,AMAZON.COM INC,US0231351067,VTE,14,968.38,13557.32," Interactive Brokers, Ldn",INS,0,0,12970.0168976,2
2017-09-06,USD,0.95668,20170906;093757,STK,CA INC,US12673P1057,ACH,175,32.979,5771.325,U2202020,CH,0,5521.311201,0,2
2017-09-06,USD,0.95668,20170906;093757,STK,CA INC,US12673P1057,VTE,175,32.979,5771.325," Interactive Brokers, Ldn",INS,0,0,5521.311201,2
2017-09-06,USD,0.95668,20170906;093757,STK,CISCO SYSTEMS INC,US17275R1023,ACH,264,31.739583333,8379.25,U2202020,CH,0,8016.26089,0,2
2017-09-06,USD,0.95668,20170906;093757,STK,CISCO SYSTEMS INC,US17275R1023,VTE,264,31.739583333,8379.25," Interactive Brokers, Ldn",INS,0,0,8016.26089,2
2017-09-06,USD,0.95668,20170906;093757,STK,CORNING INC,US2193501051,ACH,181,28.719558011,5198.24,U2202020,CH,0,4973.0522432,0,2
2017-09-06,USD,0.95668,20170906;093757,STK,CORNING INC,US2193501051,VTE,181,28.719558011,5198.24," Interactive Brokers, Ldn",INS,0,0,4973.0522432,2
2017-09-06,USD,0.95668,20170906;093757,STK,ELI LILLY & CO,US5324571083,ACH,67,80.109,5367.303,U2202020,CH,0,5134.79143404,0,2
2017-09-06,USD,0.95668,20170906;093757,STK,ELI LILLY & CO,US5324571083,VTE,67,80.109,5367.303," Interactive Brokers, Ldn",INS,0,0,5134.79143404,2
2017-09-06,USD,0.95668,20170906;093757,STK,EXXON MOBIL CORP,US30231G1022,ACH,65,77.9699,5068.0435,U2202020,CH,0,4848.49585558,0,2
2017-09-06,USD,0.95668,20170906;093757,STK,EXXON MOBIL CORP,US30231G1022,VTE,65,77.9699,5068.0435," Interactive Brokers, Ldn",INS,0,0,4848.49585558,2
2017-09-06,USD,0.95668,20170906;093757,STK,GENERAL ELECTRIC CO,US3696041033,ACH,364,24.919697802,9070.77,U2202020,CH,0,8677.8242436,0,2
2017-09-06,USD,0.95668,20170906;093757,STK,GENERAL ELECTRIC CO,US3696041033,VTE,364,24.919697802,9070.77," Interactive Brokers, Ldn",INS,0,0,8677.8242436,2
2017-09-06,USD,0.95668,20170906;093757,STK,GENERAL MILLS INC,US3703341046,ACH,148,53.903210811,7977.6752,U2202020,CH,0,7632.082310336,0,2
2017-09-06,USD,0.95668,20170906;093757,STK,GENERAL MILLS INC,US3703341046,VTE,148,53.903210811,7977.6752," Interactive Brokers, Ldn",INS,0,0,7632.082310336,2
2017-09-06,USD,0.95668,20170906;093757,STK,GENERAL MOTORS CO,US37045V1008,ACH,274,37.41919708,10252.86,U2202020,CH,0,9808.7061048,0,2
2017-09-06,USD,0.95668,20170906;093757,STK,GENERAL MOTORS CO,US37045V1008,VTE,274,37.41919708,10252.86," Interactive Brokers, Ldn",INS,0,0,9808.7061048,2
2017-09-06,USD,0.95668,20170906;093757,STK,GILEAD SCIENCES INC,US3755581036,ACH,68,82.959,5641.212,U2202020,CH,0,5396.83469616,0,2
2017-09-06,USD,0.95668,20170906;093757,STK,GILEAD SCIENCES INC,US3755581036,VTE,68,82.959,5641.212," Interactive Brokers, Ldn",INS,0,0,5396.83469616,2
2017-09-06,USD,0.95668,20170906;093757,STK,INTEL CORP,US4581401001,ACH,297,35.209360269,10457.18,U2202020,CH,0,10004.1749624,0,2
2017-09-06,USD,0.95668,20170906;093757,STK,INTEL CORP,US4581401001,VTE,297,35.209360269,10457.18," Interactive Brokers, Ldn",INS,0,0,10004.1749624,2
2017-09-06,USD,0.95668,20170906;093757,STK,JOHNSON & JOHNSON,US4781601046,ACH,60,130.4,7824,U2202020,CH,0,7485.06432,0,2
2017-09-06,USD,0.95668,20170906;093757,STK,JOHNSON & JOHNSON,US4781601046,VTE,60,130.4,7824," Interactive Brokers, Ldn",INS,0,0,7485.06432,2
2017-09-06,USD,0.95668,20170906;093757,STK,KLA-TENCOR CORP,US4824801009,ACH,52,93.559,4865.068,U2202020,CH,0,4654.31325424,0,2
2017-09-06,USD,0.95668,20170906;093757,STK,KLA-TENCOR CORP,US4824801009,VTE,52,93.559,4865.068," Interactive Brokers, Ldn",INS,0,0,4654.31325424,2
2017-09-06,USD,0.95668,20170906;093757,STK,LAM RESEARCH CORP,US5128071082,ACH,35,164.58,5760.3,U2202020,CH,0,5510.763804,0,2
2017-09-06,USD,0.95668,20170906;093757,STK,LAM RESEARCH CORP,US5128071082,VTE,35,164.58,5760.3," Interactive Brokers, Ldn",INS,0,0,5510.763804,2
2017-09-06,USD,0.95668,20170906;093757,STK,MERCK & CO INC,US58933Y1055,ACH,129,64.08,8266.32,U2202020,CH,0,7908.2230176,0,2
2017-09-06,USD,0.95668,20170906;093757,STK,MERCK & CO INC,US58933Y1055,VTE,129,64.08,8266.32," Interactive Brokers, Ldn",INS,0,0,7908.2230176,2
2017-09-06,USD,0.95668,20170906;093757,STK,MICHAEL KORS HOLDINGS LTD,VGG607541015,ACH,166,42.779,7101.314,U2202020,CH,0,6793.68507752,0,2
2017-09-06,USD,0.95668,20170906;093757,STK,MICHAEL KORS HOLDINGS LTD,VGG607541015,VTE,166,42.779,7101.314," Interactive Brokers, Ldn",INS,0,0,6793.68507752,2
2017-09-06,USD,0.95668,20170906;093757,STK,PACCAR INC,US6937181088,ACH,49,65.48,3208.52,U2202020,CH,0,3069.5269136,0,2
2017-09-06,USD,0.95668,20170906;093757,STK,PACCAR INC,US6937181088,VTE,49,65.48,3208.52," Interactive Brokers, Ldn",INS,0,0,3069.5269136,2
2017-09-06,USD,0.95668,20170906;093757,STK,PFIZER INC,US7170811035,ACH,261,33.989386973,8871.23,U2202020,CH,0,8486.9283164,0,2
2017-09-06,USD,0.95668,20170906;093757,STK,PFIZER INC,US7170811035,VTE,261,33.989386973,8871.23," Interactive Brokers, Ldn",INS,0,0,8486.9283164,2
2017-09-06,USD,0.95668,20170906;093757,STK,QUALCOMM INC,US7475251036,ACH,244,50.01,12202.44,U2202020,CH,0,11673.8302992,0,2
2017-09-06,USD,0.95668,20170906;093757,STK,QUALCOMM INC,US7475251036,VTE,244,50.01,12202.44," Interactive Brokers, Ldn",INS,0,0,11673.8302992,2
2017-09-06,USD,0.95668,20170906;093757,STK,SPDR S&P 500 ETF TRUST,US78462F1030,ACH,86,246.64,21211.04,U2202020,CH,0,20292.1777472,0,2
2017-09-06,USD,0.95668,20170906;093757,STK,SPDR S&P 500 ETF TRUST,US78462F1030,VTE,86,246.64,21211.04," Interactive Brokers, Ldn",INS,0,0,20292.1777472,2
2017-09-06,USD,0.95668,20170906;093757,STK,UNITED TECHNOLOGIES CORP,US9130171096,ACH,70,110.5,7735,U2202020,CH,0,7399.9198,0,2
2017-09-06,USD,0.95668,20170906;093757,STK,UNITED TECHNOLOGIES CORP,US9130171096,VTE,70,110.5,7735," Interactive Brokers, Ldn",INS,0,0,7399.9198,2
2017-09-06,USD,0.95668,20170906;105314,STK,EXXON MOBIL CORP,US30231G1022,ACH,42,78.46,3295.32,U2202020,CH,0,3152.5667376,0,3
2017-09-06,USD,0.95668,20170906;105314,STK,EXXON MOBIL CORP,US30231G1022,ACH,132,78.46,10356.72,U1427234,CH,0,9908.0668896,0,3
2017-09-06,USD,0.95668,20170906;105314,STK,EXXON MOBIL CORP,US30231G1022,VTE,174,78.46,13652.04," Interactive Brokers, Ldn",INS,0,0,13060.6336272,3
2017-09-06,USD,0.95668,20170906;163500,STK,APPLIED MATERIALS INC,US0382221051,ACH,188,44.319345026,8332.036864921,U2202020,CH,0,7971.09302793262,0,3
2017-09-06,USD,0.95668,20170906;163500,STK,APPLIED MATERIALS INC,US0382221051,ACH,576,44.319345026,25527.942735079,U1427234,CH,0,24422.0722557954,0,3
2017-09-06,USD,0.95668,20170906;163500,STK,APPLIED MATERIALS INC,US0382221051,VTE,764,44.319345026,33859.9796," Interactive Brokers, Ldn",INS,0,0,32393.165283728,3
2017-09-06,USD,0.95668,20170906;163500,STK,EMERSON ELECTRIC CO,US2910111044,ACH,136,59.089354545,8036.152218182,U2202020,CH,0,7688.02610409036,0,3
2017-09-06,USD,0.95668,20170906;163500,STK,EMERSON ELECTRIC CO,US2910111044,ACH,414,59.089354545,24462.992781818,U1427234,CH,0,23403.2559345097,0,3
2017-09-06,USD,0.95668,20170906;163500,STK,EMERSON ELECTRIC CO,US2910111044,VTE,550,59.089354545,32499.145," Interactive Brokers, Ldn",INS,0,0,31091.2820386,3
2017-09-11,CHF,1,20170911;030711,STK,ABB LTD-REG,CH0012221716,ACH,743,22.85,16977.55,U2202020,CH,16977.55,0,0,2
2017-09-11,CHF,1,20170911;030711,STK,ABB LTD-REG,CH0012221716,VTE,743,22.85,16977.55," Interactive Brokers, Ldn",INS,0,0,16977.55,2
2017-09-11,CHF,1,20170911;030711,STK,ADECCO GROUP AG-REG,CH0012138605,ACH,241,70.95,17098.95,U2202020,CH,17098.95,0,0,2
2017-09-11,CHF,1,20170911;030711,STK,ADECCO GROUP AG-REG,CH0012138605,VTE,241,70.95,17098.95," Interactive Brokers, Ldn",INS,0,0,17098.95,2
2017-09-11,CHF,1,20170911;030711,STK,CIE FINANCIERE RICHEMONT-REG,CH0210483332,ACH,97,87.4,8477.8,U2202020,CH,8477.8,0,0,2
2017-09-11,CHF,1,20170911;030711,STK,CIE FINANCIERE RICHEMONT-REG,CH0210483332,VTE,97,87.4,8477.8," Interactive Brokers, Ldn",INS,0,0,8477.8,2
2017-09-11,CHF,1,20170911;030711,STK,CLARIANT AG-REG,CH0012142631,ACH,362,23.09,8358.58,U2202020,CH,8358.58,0,0,2
2017-09-11,CHF,1,20170911;030711,STK,CLARIANT AG-REG,CH0012142631,VTE,362,23.09,8358.58," Interactive Brokers, Ldn",INS,0,0,8358.58,2
2017-09-11,CHF,1,20170911;030711,STK,CREDIT SUISSE GROUP AG-REG,CH0012138530,ACH,914,14.14,12923.96,U2202020,CH,12923.96,0,0,2
2017-09-11,CHF,1,20170911;030711,STK,CREDIT SUISSE GROUP AG-REG,CH0012138530,VTE,914,14.14,12923.96," Interactive Brokers, Ldn",INS,0,0,12923.96,2
2017-09-11,CHF,1,20170911;030711,STK,GIVAUDAN-REG,CH0010645932,ACH,9,2018,18162,U2202020,CH,18162,0,0,2
2017-09-11,CHF,1,20170911;030711,STK,GIVAUDAN-REG,CH0010645932,VTE,9,2018,18162," Interactive Brokers, Ldn",INS,0,0,18162,2
2017-09-11,CHF,1,20170911;030711,STK,LAFARGEHOLCIM LTD-REG,CH0012214059,ACH,299,56.95,17028.05,U2202020,CH,17028.05,0,0,2
2017-09-11,CHF,1,20170911;030711,STK,LAFARGEHOLCIM LTD-REG,CH0012214059,VTE,299,56.95,17028.05," Interactive Brokers, Ldn",INS,0,0,17028.05,2
2017-09-11,CHF,1,20170911;030711,STK,LOGITECH INTERNATIONAL-REG,CH0025751329,ACH,499,34.2,17065.8,U2202020,CH,17065.8,0,0,2
2017-09-11,CHF,1,20170911;030711,STK,LOGITECH INTERNATIONAL-REG,CH0025751329,VTE,499,34.2,17065.8," Interactive Brokers, Ldn",INS,0,0,17065.8,2
2017-09-11,CHF,1,20170911;030711,STK,NESTLE SA-REG,CH0038863350,ACH,103,80.95,8337.85,U2202020,CH,8337.85,0,0,2
2017-09-11,CHF,1,20170911;030711,STK,NESTLE SA-REG,CH0038863350,VTE,103,80.95,8337.85," Interactive Brokers, Ldn",INS,0,0,8337.85,2
2017-09-11,CHF,1,20170911;030711,STK,NOVARTIS AG-REG,CH0012005267,ACH,103,81.2,8363.6,U2202020,CH,8363.6,0,0,2
2017-09-11,CHF,1,20170911;030711,STK,NOVARTIS AG-REG,CH0012005267,VTE,103,81.2,8363.6," Interactive Brokers, Ldn",INS,0,0,8363.6,2
2017-09-11,CHF,1,20170911;030711,STK,PARTNERS GROUP HOLDING AG,CH0024608827,ACH,14,622,8708,U2202020,CH,8708,0,0,2
2017-09-11,CHF,1,20170911;030711,STK,PARTNERS GROUP HOLDING AG,CH0024608827,VTE,14,622,8708," Interactive Brokers, Ldn",INS,0,0,8708,2
2017-09-11,CHF,1,20170911;030711,STK,ROCHE HOLDING AG-GENUSSCHEIN,CH0012032048,ACH,69,242.9,16760.1,U2202020,CH,16760.1,0,0,2
2017-09-11,CHF,1,20170911;030711,STK,ROCHE HOLDING AG-GENUSSCHEIN,CH0012032048,VTE,69,242.9,16760.1," Interactive Brokers, Ldn",INS,0,0,16760.1,2
2017-09-11,CHF,1,20170911;030711,STK,SULZER AG-REG,CH0038388911,ACH,156,107.6,16785.6,U2202020,CH,16785.6,0,0,2
2017-09-11,CHF,1,20170911;030711,STK,SULZER AG-REG,CH0038388911,VTE,156,107.6,16785.6," Interactive Brokers, Ldn",INS,0,0,16785.6,2
2017-09-11,CHF,1,20170911;030711,STK,SWISS RE AG,CH0126881561,ACH,199,86.35,17183.65,U2202020,CH,17183.65,0,0,2
2017-09-11,CHF,1,20170911;030711,STK,SWISS RE AG,CH0126881561,VTE,199,86.35,17183.65," Interactive Brokers, Ldn",INS,0,0,17183.65,2
2017-09-11,CHF,1,20170911;030711,STK,UBS GROUP AG-REG,CH0244767585,ACH,802,15.74,12623.48,U2202020,CH,12623.48,0,0,2
2017-09-11,CHF,1,20170911;030711,STK,UBS GROUP AG-REG,CH0244767585,VTE,802,15.74,12623.48," Interactive Brokers, Ldn",INS,0,0,12623.48,2
2017-09-11,CHF,1,20170911;030758,STK,ACTELION LTD-REG,CH0010532478,ACH,31,265,8215,U2202020,CH,8215,0,0,2
2017-09-11,CHF,1,20170911;030758,STK,ACTELION LTD-REG,CH0010532478,VTE,31,265,8215," Interactive Brokers, Ldn",INS,0,0,8215,2
2017-09-11,CHF,1,20170911;032352,STK,ABB LTD-REG,CH0012221716,VTE,184,22.91,4215.44,U2202020,CH,4215.44,0,0,3
2017-09-11,CHF,1,20170911;032352,STK,ABB LTD-REG,CH0012221716,VTE,839,22.91,19221.49,U1427234,CH,19221.49,0,0,3
2017-09-11,CHF,1,20170911;032352,STK,ABB LTD-REG,CH0012221716,ACH,1023,22.91,23436.93," Interactive Brokers, Ldn",INS,0,0,23436.93,3
2017-09-11,CHF,1,20170911;032352,STK,ADECCO GROUP AG-REG,CH0012138605,VTE,55,71.05,3907.75,U2202020,CH,3907.75,0,0,3
2017-09-11,CHF,1,20170911;032352,STK,ADECCO GROUP AG-REG,CH0012138605,VTE,251,71.05,17833.55,U1427234,CH,17833.55,0,0,3
2017-09-11,CHF,1,20170911;032352,STK,ADECCO GROUP AG-REG,CH0012138605,ACH,306,71.05,21741.3," Interactive Brokers, Ldn",INS,0,0,21741.3,3
2017-09-11,CHF,1,20170911;032352,STK,NOVARTIS AG-REG,CH0012005267,VTE,47,81,3807,U2202020,CH,3807,0,0,3
2017-09-11,CHF,1,20170911;032352,STK,NOVARTIS AG-REG,CH0012005267,VTE,239,81,19359,U1427234,CH,19359,0,0,3
2017-09-11,CHF,1,20170911;032352,STK,NOVARTIS AG-REG,CH0012005267,ACH,286,81,23166," Interactive Brokers, Ldn",INS,0,0,23166,3
2017-09-11,CHF,1,20170911;032352,STK,ROCHE HOLDING AG-GENUSSCHEIN,CH0012032048,VTE,14,241.9,3386.6,U2202020,CH,3386.6,0,0,3
2017-09-11,CHF,1,20170911;032352,STK,ROCHE HOLDING AG-GENUSSCHEIN,CH0012032048,VTE,71,241.9,17174.9,U1427234,CH,17174.9,0,0,3
2017-09-11,CHF,1,20170911;032352,STK,ROCHE HOLDING AG-GENUSSCHEIN,CH0012032048,ACH,85,241.9,20561.5," Interactive Brokers, Ldn",INS,0,0,20561.5,3
2017-09-11,EUR,1.1431,20170911;032353,STK,DBX WORLD FINANCIALS 1C,IE00BM67HL84,ACH,218,14.959,3261.062,U1427234,CH,0,3727.7199722,0,2
2017-09-11,EUR,1.1431,20170911;032353,STK,DBX WORLD FINANCIALS 1C,IE00BM67HL84,VTE,218,14.959,3261.062," Interactive Brokers, Ldn",INS,0,0,3727.7199722,2
2017-09-11,EUR,1.1431,20170911;034037,STK,AIRBUS SE,NL0000235190,VTE,61,71.195,4342.895,U1427234,CH,0,4964.3632745,0,2
2017-09-11,EUR,1.1431,20170911;034037,STK,AIRBUS SE,NL0000235190,ACH,61,71.195,4342.895," Interactive Brokers, Ldn",INS,0,0,4964.3632745,2
2017-09-11,EUR,1.1431,20170911;034037,STK,ARKEMA,FR0010313833,VTE,45,94.53,4253.85,U1427234,CH,0,4862.575935,0,2
2017-09-11,EUR,1.1431,20170911;034037,STK,ARKEMA,FR0010313833,ACH,45,94.53,4253.85," Interactive Brokers, Ldn",INS,0,0,4862.575935,2
2017-09-11,EUR,1.1431,20170911;034037,STK,ASML HOLDING NV,NL0010273215,VTE,53,133.905,7096.965,U1427234,CH,0,8112.5406915,0,2
2017-09-11,EUR,1.1431,20170911;034037,STK,ASML HOLDING NV,NL0010273215,ACH,53,133.905,7096.965," Interactive Brokers, Ldn",INS,0,0,8112.5406915,2
2017-09-11,EUR,1.1431,20170911;034037,STK,AXA SA,FR0000120628,VTE,231,24.347,5624.157,U1427234,CH,0,6428.9738667,0,2
2017-09-11,EUR,1.1431,20170911;034037,STK,AXA SA,FR0000120628,ACH,231,24.347,5624.157," Interactive Brokers, Ldn",INS,0,0,6428.9738667,2
2017-09-11,GBP,1.2589,20170911;034037,STK,BAE SYSTEMS PLC,GB0002634946,VTE,593,5.995,3555.035,U1427234,CH,0,4475.4335615,0,2
2017-09-11,GBP,1.2589,20170911;034037,STK,BAE SYSTEMS PLC,GB0002634946,ACH,593,5.995,3555.035," Interactive Brokers, Ldn",INS,0,0,4475.4335615,2
2017-09-11,EUR,1.1431,20170911;034037,STK,BASF SE,DE000BASF111,VTE,74,85.19,6304.06,U1427234,CH,0,7206.170986,0,2
2017-09-11,EUR,1.1431,20170911;034037,STK,BASF SE,DE000BASF111,ACH,74,85.19,6304.06," Interactive Brokers, Ldn",INS,0,0,7206.170986,2
2017-09-11,EUR,1.1431,20170911;034037,STK,BAYER AG-REG,DE000BAY0017,VTE,32,109.075,3490.4,U1427234,CH,0,3989.87624,0,2
2017-09-11,EUR,1.1431,20170911;034037,STK,BAYER AG-REG,DE000BAY0017,ACH,32,109.075,3490.4," Interactive Brokers, Ldn",INS,0,0,3989.87624,2
2017-09-11,EUR,1.1431,20170911;034037,STK,BAYERISCHE MOTOREN WERKE AG,DE0005190003,VTE,38,82.86,3148.68,U1427234,CH,0,3599.256108,0,2
2017-09-11,EUR,1.1431,20170911;034037,STK,BAYERISCHE MOTOREN WERKE AG,DE0005190003,ACH,38,82.86,3148.68," Interactive Brokers, Ldn",INS,0,0,3599.256108,2
2017-09-11,EUR,1.1431,20170911;034037,STK,BNP PARIBAS,FR0000131104,VTE,55,63.55,3495.25,U1427234,CH,0,3995.420275,0,2
2017-09-11,EUR,1.1431,20170911;034037,STK,BNP PARIBAS,FR0000131104,ACH,55,63.55,3495.25," Interactive Brokers, Ldn",INS,0,0,3995.420275,2
2017-09-11,GBP,1.2589,20170911;034037,STK,BP PLC,GB0007980591,VTE,578,4.482,2590.596,U1427234,CH,0,3261.3013044,0,2
2017-09-11,GBP,1.2589,20170911;034037,STK,BP PLC,GB0007980591,ACH,578,4.482,2590.596," Interactive Brokers, Ldn",INS,0,0,3261.3013044,2
2017-09-11,EUR,1.1431,20170911;034037,STK,CARREFOUR SA,FR0000120172,VTE,230,17.002,3910.46,U1427234,CH,0,4470.046826,0,2
2017-09-11,EUR,1.1431,20170911;034037,STK,CARREFOUR SA,FR0000120172,ACH,230,17.002,3910.46," Interactive Brokers, Ldn",INS,0,0,4470.046826,2
2017-09-11,EUR,1.1431,20170911;034037,STK,COMPAGNIE DE SAINT-GOBAIN,FR0000125007,VTE,67,47.26,3166.42,U1427234,CH,0,3619.534702,0,2
2017-09-11,EUR,1.1431,20170911;034037,STK,COMPAGNIE DE SAINT-GOBAIN,FR0000125007,ACH,67,47.26,3166.42," Interactive Brokers, Ldn",INS,0,0,3619.534702,2
2017-09-11,EUR,1.1431,20170911;034037,STK,DAIMLER AG-REGISTERED SHARES,DE0007100000,VTE,49,64.615,3166.135,U1427234,CH,0,3619.2089185,0,2
2017-09-11,EUR,1.1431,20170911;034037,STK,DAIMLER AG-REGISTERED SHARES,DE0007100000,ACH,49,64.615,3166.135," Interactive Brokers, Ldn",INS,0,0,3619.2089185,2
2017-09-11,EUR,1.1431,20170911;034037,STK,DASSAULT SYSTEMES SA,FR0000130650,VTE,74,85.18,6303.32,U1427234,CH,0,7205.325092,0,2
2017-09-11,EUR,1.1431,20170911;034037,STK,DASSAULT SYSTEMES SA,FR0000130650,ACH,74,85.18,6303.32," Interactive Brokers, Ldn",INS,0,0,7205.325092,2
